Item;r_object_id;i_antecedent_id;i_chronicle_id;r_version_label;r_creation_date;i_has_folder;a_content_type;r_link_cnt;object_name;numero_vale;subject;title;r_object_type;codigo_site;fase;id_projeto;id_empresa_projeto;id_subarea;codigo_disciplina;r_is_virtual_doc;documento_fornecedor;numero_documento_base;area_funcional;revisao;sigla_idioma;numero_paginas;nome_formato;sigla_finalidade_devolucao;id_tag;tag_antigo;numero_ld;localizacao_acervo;sigla_tipo_emissao;confidencial;numero_vale_antigo;observacoes;data_emissao_prevista;data_emissao_reprog;data_emissao_realiz;avanco_fisico;codigo_atividade;item_contrato;medicao;coringa;substituto;padronizado;livre;data_reuniao;localidade;data_envio;nome_remetente;nome_destinatario;sigla_fluido;sigla_especificacao;sequencial_linha;equipamento;rc_referencia;rp_referencia;rt_referencia;numero_contrato;numero_contratada;id_empresa_contratada;server_path
119;09035f518222ddf3;0000000000000000;09035f518222ddf3;1.0;24/07/2015 15:36:27;0;acad;0;8032PZ-G-00011_REV_0.DWG;8032PZ-G-00011;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUXOGRAMA DE PROCESSO COM BALANCO DE MASSAS - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;28/10/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 1;;1;GRDC-1581/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/90.dwg
120;09035f518222de02;09035f518222ddf3;09035f518222ddf3;1.1;24/07/2015 15:36:28;0;acad;0;8032PZ-G-00011_REV_1.DWG;8032PZ-G-00011;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUXOGRAMA DE PROCESSO COM BALANCO DE MASSAS - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;12/01/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 1;;1;GRDC-0106/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/91.dwg
121;09035f518222de04;09035f518222de02;09035f518222ddf3;1.2;24/07/2015 15:36:29;0;acad;0;8032PZ-G-00011_REV_2.DWG;8032PZ-G-00011;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUXOGRAMA DE PROCESSO COM BALANCO DE MASSAS - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;2;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;11/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 1;;1;GRDC-0398/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/92.dwg
122;09035f518222de06;09035f518222de04;09035f518222ddf3;1.3;24/07/2015 15:36:29;0;acad;0;8032PZ-G-00011_REV_3.DWG;8032PZ-G-00011;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - BALANCO DE MASSAS - FLUXOGRAMA DE PROCESSO - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;3;;1;A1;APR;;;LD-832P-98-31060;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 13/08/2015;nulldate;nulldate;10/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 1;;1;GRDC-0471/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/93.dwg
123;09035f5182309323;09035f518222de06;09035f518222ddf3;1.4|CURRENT;28/08/2015 14:54:19;1;acad;0;8032PZ-G-00011_REV_4.DWG;8032PZ-G-00011;CADASTRARFICHAIMPORTAR;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - BALANCO DE MASSAS - FLUXOGRAMA DE PROCESSO - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60295;G;0;0;;;4;;1;A1;APR;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;28/08/2015 14:53:55;0;;;MEASURED_100;EVENTO 1;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/c2/57.dwg
124;09035f518222ddf4;0000000000000000;09035f518222ddf4;1.0;24/07/2015 15:36:30;0;acad;0;8032PZ-G-00012_REV_0.DWG;8032PZ-G-00012;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE METALICO AGLOMERANTE ORGANICO - TRANSPORTE PERIDUR - CONSOLIDACAO DE P&ID - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;14/11/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 25;;0;GRDC-1664/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/94.dwg
125;09035f518222de08;09035f518222ddf4;09035f518222ddf4;1.1;24/07/2015 15:36:31;0;acad;0;8032PZ-G-00012_REV_1.DWG;8032PZ-G-00012;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE METALICO AGLOMERANTE ORGANICO - TRANSPORTE PERIDUR - CONSOLIDACAO DE P&ID - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;05/12/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 25;;1;GRDC-1783/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/96.dwg
126;09035f518222de0b;09035f518222de08;09035f518222ddf4;1.2;24/07/2015 15:36:32;0;acad;0;8032PZ-G-00012_REV_2.DWG;8032PZ-G-00012;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE METALICO AGLOMERANTE ORGANICO - TRANSPORTE PERIDUR - CONSOLIDACAO DE P&ID - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;2;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;09/01/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 25;;1;GRDC-0182/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/97.dwg
127;09035f518222de0d;09035f518222de0b;09035f518222ddf4;1.3;24/07/2015 15:36:33;0;acad;0;8032PZ-G-00012_REV_3.DWG;8032PZ-G-00012;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE METALICO AGLOMERANTE ORGANICO - TRANSPORTE PERIDUR - CONSOLIDACAO DE P&ID - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;3;;1;A1;;0000000000000000;;LD-832P-98-31060;;D;0;;;nulldate;nulldate;10/04/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 25;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/98.dwg
128;09035f518222de10;09035f518222de0d;09035f518222ddf4;1.4;24/07/2015 15:36:35;0;acad;0;8032PZ-G-00012_REV_4.DWG;8032PZ-G-00012;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - CONSOLIDACAO DE P&ID - TRANSPORTE PERIDUR - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;4;;1;A1;;;;LD-832P-98-31060;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 09/09/2015;nulldate;nulldate;15/05/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 25;;1;GRDC-0588/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/99.dwg
129;09035f51822e55a9;09035f518222de10;09035f518222ddf4;1.5|CURRENT;21/08/2015 12:07:36;1;acad;0;8032PZ-G-00012_REV_5.DWG;8032PZ-G-00012;CADASTRARFICHACHECKIN;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - CONSOLIDACAO DE P&ID - TRANSPORTE PERIDUR - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;5;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;21/08/2015 12:07:33;0;;;;;;0;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/45/8f.dwg
130;09035f518222ddf5;0000000000000000;09035f518222ddf5;1.0;24/07/2015 15:36:35;0;acad;0;8032PZ-G-00013_REV_0.DWG;8032PZ-G-00013;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - CONSOLIDACAO DE P&ID - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;04/12/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 26;;1;GRDC-1783/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/9a.dwg
131;09035f518222de13;09035f518222ddf5;09035f518222ddf5;1.1;24/07/2015 15:36:36;0;acad;0;8032PZ-G-00013_REV_1.DWG;8032PZ-G-00013;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - CONSOLIDACAO DE P&ID - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;09/01/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 26;;1;GRDC-0182/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/9b.dwg
132;09035f5182295fcf;09035f518222de13;09035f518222ddf5;1.2|CURRENT;06/08/2015 08:43:59;1;acad;0;8032PZ-G-00013_REV_2.DWG;8032PZ-G-00013;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - CONSOLIDACAO DE P&ID - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;2;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;28/02/2015 00:00:00;0;;;MEASURED_100;EVENTO 26;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/87/e3/fe.dwg
133;09035f518222ddf6;0000000000000000;09035f518222ddf6;1.0;24/07/2015 15:36:37;0;acad;0;8032PZ-G-00014_REV_0.DWG;8032PZ-G-00014;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - FLUXOGRAMA DE PROCESSO COM BALANCO DE MASSAS - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;28/11/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 2;;1;GRDC-1733/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/9d.dwg
134;09035f518222de1f;09035f518222ddf6;09035f518222ddf6;1.1;24/07/2015 15:36:38;0;acad;0;8032PZ-G-00014_REV_1.DWG;8032PZ-G-00014;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - FLUXOGRAMA DE PROCESSO COM BALANCO DE MASSAS - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;12/01/2005 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 2;;1;GRDC-0106/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/9e.dwg
135;09035f518222de21;09035f518222de1f;09035f518222ddf6;1.2;24/07/2015 15:36:39;0;acad;0;8032PZ-G-00014_REV_2.DWG;8032PZ-G-00014;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - BALANCO DE MASSAS - FLUXOGRAMA DE PROCESSO - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;2;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;27/02/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 2;;1;GRDC-0398/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/9f.dwg
136;09035f518222de23;09035f518222de21;09035f518222ddf6;1.3|CURRENT;24/07/2015 15:36:39;1;acad;0;8032PZ-G-00014_REV_3.DWG;8032PZ-G-00014;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - BALANCO DE MASSAS - FLUXOGRAMA DE PROCESSO - PROJETO BASICO;engdo_fg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;G;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;10/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 2;;1;GRDC-0471/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/a0.dwg
137;09035f518222ddf7;0000000000000000;09035f518222ddf7;1.0;24/07/2015 15:36:40;0;acad;0;8032PZ-C-00018_REV_0.DWG;8032PZ-C-00018;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO DE AGLOMERANTE ORGANICO - ADEQUACAO DA CASA DE UTILIDADES - GALPAO DE PERIDUR - PLANO DE DEMOLICAO - PLANTA - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;C;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;04/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 44;;0;GRDC-0275/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/a1.dwg
138;09035f518222de30;09035f518222ddf7;09035f518222ddf7;1.1;24/07/2015 15:36:41;0;acad;0;8032PZ-C-00018_REV_1.DWG;8032PZ-C-00018;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO DE AGLOMERANTE ORGANICO - ADEQUACAO DA CASA DE UTILIDADES - GALPAO DE PERIDUR - PLANO DE DEMOLICAO - PLANTA - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;C;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;16/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 44;;1;GRDC-0294/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/a3.dwg
139;09035f518222de32;09035f518222de30;09035f518222ddf7;1.2;24/07/2015 15:36:42;0;acad;0;8032PZ-C-00018_REV_2.DWG;8032PZ-C-00018;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO DE AGLOMERANTE ORGANICO - ADEQUACAO DA CASA DE UTILIDADES - GALPAO DE PERIDUR - PLANO DE DEMOLICAO - PLANTA - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;C;0;0;;;2;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;19/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 44;;1;GRDC-0352/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/a5.dwg
140;09035f518222de35;09035f518222de32;09035f518222ddf7;1.3;24/07/2015 15:36:43;0;acad;0;8032PZ-C-00018_REV_3.DWG;8032PZ-C-00018;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO DE AGLOMERANTE ORGANICO - ADEQUACAO DA CASA DE UTILIDADES - GALPAO DE PERIDUR - PLANO DE DEMOLICAO - PLANTA - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;C;0;0;;;3;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 13/08/2015;nulldate;nulldate;20/05/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 44;;1;GRDC-0602/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/a6.dwg
141;09035f51822e4cdc;09035f518222de35;09035f518222ddf7;1.4|CURRENT;21/08/2015 11:13:16;1;acad;0;8032PZ-C-00018_REV_4.DWG;8032PZ-C-00018;CADASTRARFICHAIMPORTAR;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO DE AGLOMERANTE ORGANICO - ADEQUACAO DA CASA DE UTILIDADES - GALPAO DE PERIDUR - PLANO DE DEMOLICAO E FORMAS - PLANTAS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60295;C;0;0;;;4;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;21/08/2015 11:12:56;0;;;;;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/42/42.dwg
142;09035f518222ddf8;0000000000000000;09035f518222ddf8;1.0;24/07/2015 15:36:43;0;acad;0;8032PZ-C-00019_REV_0.DWG;8032PZ-C-00019;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO DE AGLOMERANTE ORGANICO - ADEQUACAO DA CASA DE UTILIDADES 0 GALPAO DE PERIDUR - PLANO DE DEMOLICAO - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;C;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;04/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 45;;0;GRDC-0275/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/a7.dwg
143;09035f518222de38;09035f518222ddf8;09035f518222ddf8;1.1;24/07/2015 15:36:44;0;acad;0;8032PZ-C-00019_REV_1.DWG;8032PZ-C-00019;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO DE AGLOMERANTE ORGANICO - ADEQUACAO DA CASA DE UTILIDADES 0 GALPAO DE PERIDUR - PLANO DE DEMOLICAO - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;C;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;16/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 45;;1;GRDC-0294/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/a8.dwg
144;09035f518222de3b;09035f518222de38;09035f518222ddf8;1.2;24/07/2015 15:36:46;0;acad;0;8032PZ-C-00019_REV_2.DWG;8032PZ-C-00019;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO DE AGLOMERANTE ORGANICO - ADEQUACAO DA CASA DE UTILIDADES - GALPAO DE PERIDUR - PLANO DE DEMOLICAO - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;C;0;0;;;2;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 13/08/2015;nulldate;nulldate;19/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 45;;1;GRDC0352/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/a9.dwg
145;09035f51822e4e47;09035f518222de3b;09035f518222ddf8;CURRENT|1.3;21/08/2015 11:21:08;1;acad;0;8032PZ-C-00019_REV_3.DWG;8032PZ-C-00019;CADASTRARFICHAIMPORTAR;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO DE AGLOMERANTE ORGANICO - ADEQUACAO DA CASA DE UTILIDADES - GALPAO DE PERIDUR - PLANO DE DEMOLICAO E FORMAS - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60295;C;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;21/08/2015 11:20:48;0;;;;;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/42/bd.dwg
146;09035f518222ddf9;0000000000000000;09035f518222ddf9;1.0;24/07/2015 15:36:46;0;acad;0;8032PZ-M-00055_REV_0.DWG;8032PZ-M-00055;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ADEQUACAO CASA DE UTILIDADES - GALPAO DE PEDIUR - CORTES A-A & B-B - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;18/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 72;;0;GRDC-0439/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/aa.dwg
147;09035f518222de3e;09035f518222ddf9;09035f518222ddf9;1.1;24/07/2015 15:36:47;0;acad;0;8032PZ-M-00055_REV_1.DWG;8032PZ-M-00055;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ADEQUACAO CASA DE UTILIDADES - GALPAO DE PEDIUR - CORTES A-A & B-B - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;14/04/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 72;;0;GRDC-0471/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/ac.dwg
148;09035f518222de40;09035f518222de3e;09035f518222ddf9;1.2;24/07/2015 15:36:48;0;acad;0;8032PZ-M-00055_REV_2.DWG;8032PZ-M-00055;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ADEQUACAO CASA DE UTILIDADES - GALPAO DE PERIDUR - CORTES A-A & B-B - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;2;;1;A1;;;;LD-832P-98-31060;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 13/08/2015;nulldate;nulldate;04/05/2015 00:00:00;0;;;MEASURED_100;EVENTO 72;;1;GRDC-0497/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/ad.dwg
149;09035f5182301073;09035f518222de40;09035f518222ddf9;1.3|CURRENT;27/08/2015 08:16:42;1;acad;0;8032PZ-M-00055_REV_3.DWG;8032PZ-M-00055;CADASTRARFICHAIMPORTAR;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ADEQUACAO CASA DE UTILIDADES - GALPAO DE PERIDUR - CORTES A-A & B-B - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60295;M;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;27/08/2015 08:16:03;0;;;;;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/a0/d3.dwg
150;09035f518222ddfa;0000000000000000;09035f518222ddfa;1.0;24/07/2015 15:36:49;0;acad;0;8032PZ-M-00056_REV_0.DWG;8032PZ-M-00056;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ADEQUACAO CASA DE UTILIDADES - DESMONTAGEM - PLANTA E CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;18/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 73;;0;GRDC-0439/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/ae.dwg
151;09035f518222de42;09035f518222ddfa;09035f518222ddfa;1.1;24/07/2015 15:36:50;0;acad;0;8032PZ-M-00056_REV_1.DWG;8032PZ-M-00056;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ADEQUACAO CASA DE UTILIDADES - DESMONTAGEM - PLANTA E CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;14/04/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 73;;0;GRDC-0471/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/af.dwg
